SVI Theme: Minority Status & Language; Overall Minority Status & Language (Percentile); NaturalBreaks
Data downloaded on 20-April-2024
County_FIPS,County,State,Diagnosed Diabetes-2018-Percentage,Overall Minority Status & Language-2018-Percentile
06001,Alameda County,California,6.6,0.9806
06075,San Francisco County,California,6.6,0.9742
06093,Siskiyou County,California,6.6,0.6928
08041,El Paso County,Colorado,6.6,0.7539
12087,Monroe County,Florida,6.6,0.8717
16081,Teton County,Idaho,6.6,0.6504
17047,Edwards County,Illinois,6.6,0.1366
18139,Rush County,Indiana,6.6,0.1579
19015,Boone County,Iowa,6.6,0.2397
20187,Stanton County,Kansas,6.6,0.8539
26007,Alpena County,Michigan,6.6,0.1194
26107,Mecosta County,Michigan,6.6,0.1573
27053,Hennepin County,Minnesota,6.6,0.8418
29139,Montgomery County,Missouri,6.6,0.0885
29203,Shannon County,Missouri,6.6,0.0637
30043,Jefferson County,Montana,6.6,0.0917
30107,Wheatland County,Montana,6.6,0.426
31117,Mcpherson County,Nebraska,6.6,0.0417
35003,Catron County,New Mexico,6.6,0.4502
36061,New York County,New York,6.6,0.9612
37129,New Hanover County,North Carolina,6.6,0.6628
38089,Stark County,North Dakota,6.6,0.4062
40059,Harper County,Oklahoma,6.6,0.8316
41023,Grant County,Oregon,6.6,0.2783
46063,Harding County,South Dakota,6.6,0.4056
46081,Lawrence County,South Dakota,6.6,0.3171
46117,Stanley County,South Dakota,6.6,0.2267
48023,Baylor County,Texas,6.6,0.2174
48493,Wilson County,Texas,6.6,0.8908
49017,Garfield County,Utah,6.6,0.5113
50001,Addison County,Vermont,6.6,0.2572
51017,Bath County,Virginia,6.6,0.1936
53037,Kittitas County,Washington,6.6,0.5145
54017,Doddridge County,West Virginia,6.6,0.0901
55043,Grant County,Wisconsin,6.6,0.1414
56033,Sheridan County,Wyoming,6.6,0.2372
06109,Tuolumne County,California,6.7,0.5505
08061,Kiowa County,Colorado,6.7,0.384
08079,Mineral County,Colorado,6.7,0.2728
08091,Ouray County,Colorado,6.7,0.3317
13219,Oconee County,Georgia,6.7,0.5785
16033,Clark County,Idaho,6.7,0.9748
17015,Carroll County,Illinois,6.7,0.2436
17017,Cass County,Illinois,6.7,0.8392
17037,Dekalb County,Illinois,6.7,0.6864
17053,Ford County,Illinois,6.7,0.1897
17135,Montgomery County,Illinois,6.7,0.2343
18001,Adams County,Indiana,6.7,0.3865
19107,Keokuk County,Iowa,6.7,0.0318
20071,Greeley County,Kansas,6.7,0.795
21023,Bracken County,Kentucky,6.7,0.0764
21167,Mercer County,Kentucky,6.7,0.3556
21201,Robertson County,Kentucky,6.7,0.0032
25011,Franklin County,Massachusetts,6.7,0.4855
26087,Lapeer County,Michigan,6.7,0.3875
29035,Carter County,Missouri,6.7,0.0519
29061,Daviess County,Missouri,6.7,0.2241
29085,Hickory County,Missouri,6.7,0.3502
29129,Mercer County,Missouri,6.7,0.0933
29161,Phelps County,Missouri,6.7,0.4164
30001,Beaverhead County,Montana,6.7,0.447
30059,Meagher County,Montana,6.7,0.1665
31045,Dawes County,Nebraska,6.7,0.2159
31101,Keith County,Nebraska,6.7,0.3021
32027,Pershing County,Nevada,6.7,0.858
37043,Clay County,North Carolina,6.7,0.2311
38027,Eddy County,North Dakota,6.7,0.2582
38087,Slope County,North Dakota,6.7,0.0755
41027,Hood River County,Oregon,6.7,0.9163
42013,Blair County,Pennsylvania,6.7,0.155
42123,Warren County,Pennsylvania,6.7,0.1309
46105,Perkins County,South Dakota,6.7,0.0252
48069,Castro County,Texas,6.7,0.9869
48171,Gillespie County,Texas,6.7,0.8303
48275,Knox County,Texas,6.7,0.9137
48329,Midland County,Texas,6.7,0.9478
48393,Roberts County,Texas,6.7,0.2496
48459,Upshur County,Texas,6.7,0.6087
48463,Uvalde County,Texas,6.7,0.9844
48507,Zavala County,Texas,6.7,0.9917
51063,Floyd County,Virginia,6.7,0.3009
51133,Northumberland County,Virginia,6.7,0.3337
55091,Pepin County,Wisconsin,6.7,0.1706
55097,Portage County,Wisconsin,6.7,0.4008
56011,Crook County,Wyoming,6.7,0.0837
56027,Niobrara County,Wyoming,6.7,0.2779
02068,Denali Borough,Alaska,6.8,0.454
05013,Calhoun County,Arkansas,6.8,0.312
06051,Mono County,California,6.8,0.8762
06083,Santa Barbara County,California,6.8,0.9672
08019,Clear Creek County,Colorado,6.8,0.4833
08065,Lake County,Colorado,6.8,0.8682
08073,Lincoln County,Colorado,6.8,0.8548
08085,Montrose County,Colorado,6.8,0.8048
08115,Sedgwick County,Colorado,6.8,0.5536
08125,Yuma County,Colorado,6.8,0.8437
12109,St. Johns County,Florida,6.8,0.4747
13113,Fayette County,Georgia,6.8,0.765
16017,Bonner County,Idaho,6.8,0.1576
17059,Gallatin County,Illinois,6.8,0.1229
17061,Greene County,Illinois,6.8,0.0146
17065,Hamilton County,Illinois,6.8,0.07
17067,Hancock County,Illinois,6.8,0.07
17069,Hardin County,Illinois,6.8,0.0449
17079,Jasper County,Illinois,6.8,0.1983
17103,Lee County,Illinois,6.8,0.4524
17131,Mercer County,Illinois,6.8,0.0544
17157,Randolph County,Illinois,6.8,0.3741
17203,Woodford County,Illinois,6.8,0.049
18037,Dubois County,Indiana,6.8,0.4982
19009,Audubon County,Iowa,6.8,0.0599
19079,Hamilton County,Iowa,6.8,0.4951
19159,Ringgold County,Iowa,6.8,0.049
21213,Simpson County,Kentucky,6.8,0.5349
24027,Howard County,Maryland,6.8,0.9124
26083,Keweenaw County,Michigan,6.8,0.0248
27051,Grant County,Minnesota,6.8,0.0965
27141,Sherburne County,Minnesota,6.8,0.306
29089,Howard County,Missouri,6.8,0.262
29131,Miller County,Missouri,6.8,0.0369
30007,Broadwater County,Montana,6.8,0.135
30037,Golden Valley County,Montana,6.8,0.283
30101,Toole County,Montana,6.8,0.4664
31005,Arthur County,Nebraska,6.8,0.0369
31091,Hooker County,Nebraska,6.8,0.0169
31143,Polk County,Nebraska,6.8,0.3973
31159,Seward County,Nebraska,6.8,0.155
37115,Madison County,North Carolina,6.8,0.2528
41055,Sherman County,Oregon,6.8,0.2372
42091,Montgomery County,Pennsylvania,6.8,0.731
44005,Newport County,Rhode Island,6.8,0.5129
44009,Washington County,Rhode Island,6.8,0.3518
46061,Hanson County,South Dakota,6.8,0.0191
46097,Miner County,South Dakota,6.8,0.099
47067,Hancock County,Tennessee,6.8,0.1299
48011,Armstrong County,Texas,6.8,0.453
48017,Bailey County,Texas,6.8,0.9863
48045,Briscoe County,Texas,6.8,0.9172
48087,Collingsworth County,Texas,6.8,0.9042
48091,Comal County,Texas,6.8,0.7947
48097,Cooke County,Texas,6.8,0.8138
48105,Crockett County,Texas,6.8,0.9398
48117,Deaf Smith County,Texas,6.8,0.9901
48131,Duval County,Texas,6.8,0.9809
48199,Hardin County,Texas,6.8,0.2748
48267,Kimble County,Texas,6.8,0.8157
48269,King County,Texas,6.8,0.7326
48283,La Salle County,Texas,6.8,0.9924
48289,Leon County,Texas,6.8,0.8017
48333,Mills County,Texas,6.8,0.7816
48379,Rains County,Texas,6.8,0.4394
48383,Reagan County,Texas,6.8,0.9885
48385,Real County,Texas,6.8,0.7074
48411,San Saba County,Texas,6.8,0.9058
48435,Sutton County,Texas,6.8,0.9647
48461,Upton County,Texas,6.8,0.9663
48465,Val Verde County,Texas,6.8,0.9955
48505,Zapata County,Texas,6.8,0.999
55037,Florence County,Wisconsin,6.8,0.0073
55047,Green Lake County,Wisconsin,6.8,0.4097
55051,Iron County,Wisconsin,6.8,0.049
55099,Price County,Wisconsin,6.8,0.0885
55129,Washburn County,Wisconsin,6.8,0.1665
56035,Sublette County,Wyoming,6.8,0.348
04005,Coconino County,Arizona,6.9,0.8749
06063,Plumas County,California,6.9,0.547
06091,Sierra County,California,6.9,0.2646
06105,Trinity County,California,6.9,0.5304
08029,Delta County,Colorado,6.9,0.6644
08033,Dolores County,Colorado,6.9,0.127
08053,Hinsdale County,Colorado,6.9,0.1404
08063,Kit Carson County,Colorado,6.9,0.8058
08095,Phillips County,Colorado,6.9,0.8379
12085,Martin County,Florida,6.9,0.7689
13023,Bleckley County,Georgia,6.9,0.5486
16001,Ada County,Idaho,6.9,0.5874
17007,Boone County,Illinois,6.9,0.8176
17013,Calhoun County,Illinois,6.9,0.0105
17155,Putnam County,Illinois,6.9,0.4374
17165,Saline County,Illinois,6.9,0.3687
17169,Schuyler County,Illinois,6.9,0.5014
17185,Wabash County,Illinois,6.9,0.2773
17189,Washington County,Illinois,6.9,0.1474
18013,Brown County,Indiana,6.9,0.1611
19061,Dubuque County,Iowa,6.9,0.3171
19077,Guthrie County,Iowa,6.9,0.2461
19089,Howard County,Iowa,6.9,0.0627
19121,Madison County,Iowa,6.9,0.2044
19149,Plymouth County,Iowa,6.9,0.4374
20151,Pratt County,Kansas,6.9,0.6167
20179,Sheridan County,Kansas,6.9,0.2174
20199,Wallace County,Kansas,6.9,0.5097
23005,Cumberland County,Maine,6.9,0.4791
23023,Sagadahoc County,Maine,6.9,0.2362
25001,Barnstable County,Massachusetts,6.9,0.4301
26135,Oscoda County,Michigan,6.9,0.1611
27019,Carver County,Minnesota,6.9,0.3499
27035,Crow Wing County,Minnesota,6.9,0.0675
27049,Goodhue County,Minnesota,6.9,0.3827
27067,Kandiyohi County,Minnesota,6.9,0.7421
27101,Murray County,Minnesota,6.9,0.4667
27117,Pipestone County,Minnesota,6.9,0.6874
27145,Stearns County,Minnesota,6.9,0.6132
29003,Andrew County,Missouri,6.9,0.0404
29059,Dallas County,Missouri,6.9,0.2305
29171,Putnam County,Missouri,6.9,0.241
30069,Petroleum County,Montana,6.9,0.0045
30079,Prairie County,Montana,6.9,0.0025
30081,Ravalli County,Montana,6.9,0.0853
30091,Sheridan County,Montana,6.9,0.1601
30099,Teton County,Montana,6.9,0.0716
31021,Burt County,Nebraska,6.9,0.2436
31129,Nuckolls County,Nebraska,6.9,0.326
32009,Esmeralda County,Nevada,6.9,0.7886
35021,Harding County,New Mexico,6.9,0.4753
37005,Alleghany County,North Carolina,6.9,0.5565
37021,Buncombe County,North Carolina,6.9,0.6587
37135,Orange County,North Carolina,6.9,0.8278
38019,Cavalier County,North Dakota,6.9,0.2512
39077,Huron County,Ohio,6.9,0.4626
39137,Putnam County,Ohio,6.9,0.2677
40045,Ellis County,Oklahoma,6.9,0.3543
41017,Deschutes County,Oregon,6.9,0.5237
41057,Tillamook County,Oregon,6.9,0.6377
41069,Wheeler County,Oregon,6.9,0.2149
42023,Cameron County,Pennsylvania,6.9,0.0382
42029,Chester County,Pennsylvania,6.9,0.7303
42103,Pike County,Pennsylvania,6.9,0.6415
46005,Beadle County,South Dakota,6.9,0.8338
46037,Day County,South Dakota,6.9,0.2012
46059,Hand County,South Dakota,6.9,0.0051
46075,Jones County,South Dakota,6.9,0.0025
47021,Cheatham County,Tennessee,6.9,0.2455
47083,Houston County,Tennessee,6.9,0.1875
48019,Bandera County,Texas,6.9,0.652
48035,Bosque County,Texas,6.9,0.7514
48043,Brewster County,Texas,6.9,0.8781
48047,Brooks County,Texas,6.9,0.994
48053,Burnet County,Texas,6.9,0.7822
48065,Carson County,Texas,6.9,0.3961
48093,Comanche County,Texas,6.9,0.852
48115,Dawson County,Texas,6.9,0.9557
48127,Dimmit County,Texas,6.9,0.9904
48133,Eastland County,Texas,6.9,0.759
48147,Fannin County,Texas,6.9,0.7268
48165,Gaines County,Texas,6.9,0.9478
48173,Glasscock County,Texas,6.9,0.9497
48189,Hale County,Texas,6.9,0.9698
48193,Hamilton County,Texas,6.9,0.7135
48205,Hartley County,Texas,6.9,0.914
48229,Hudspeth County,Texas,6.9,0.9965
48235,Irion County,Texas,6.9,0.3241
48261,Kenedy County,Texas,6.9,0.9975
48271,Kinney County,Texas,6.9,0.9755
48273,Kleberg County,Texas,6.9,0.9376
48293,Limestone County,Texas,6.9,0.914
48295,Lipscomb County,Texas,6.9,0.8758
48297,Live Oak County,Texas,6.9,0.9252
48305,Lynn County,Texas,6.9,0.8873
48317,Martin County,Texas,6.9,0.9032
48353,Nolan County,Texas,6.9,0.8956
48397,Rockwall County,Texas,6.9,0.78
48399,Runnels County,Texas,6.9,0.7501
48413,Schleicher County,Texas,6.9,0.9424
48417,Shackelford County,Texas,6.9,0.6323
48425,Somervell County,Texas,6.9,0.4365
48443,Terrell County,Texas,6.9,0.9615
48447,Throckmorton County,Texas,6.9,0.3636
48449,Titus County,Texas,6.9,0.9618
48483,Wheeler County,Texas,6.9,0.8688
48495,Winkler County,Texas,6.9,0.9768
48499,Wood County,Texas,6.9,0.6339
49031,Piute County,Utah,6.9,0.0567
51840,Winchester City,Virginia,6.9,0.8816
53065,Stevens County,Washington,6.9,0.3534
55015,Calumet County,Wisconsin,6.9,0.3801
55019,Clark County,Wisconsin,6.9,0.5221
55109,St. Croix County,Wisconsin,6.9,0.2528
55117,Sheboygan County,Wisconsin,6.9,0.5635
02150,Kodiak Island Borough,Alaska,7,0.9443
06021,Glenn County,California,7,0.9542
08055,Huerfano County,Colorado,7,0.7147
08087,Morgan County,Colorado,7,0.9306
08111,San Juan County,Colorado,7,0.4285
12021,Collier County,Florida,7,0.9195
13125,Glascock County,Georgia,7,0.3814
13201,Miller County,Georgia,7,0.3387
13291,Union County,Georgia,7,0.3578
16041,Franklin County,Idaho,7,0.3136
16043,Fremont County,Idaho,7,0.6845
16053,Jerome County,Idaho,7,0.9261
16057,Latah County,Idaho,7,0.2445
16085,Valley County,Idaho,7,0.0092
17087,Johnson County,Illinois,7,0.2248
17107,Logan County,Illinois,7,0.2763
18101,Martin County,Indiana,7,0.0092
18115,Ohio County,Indiana,7,0.0118
18161,Union County,Indiana,7,0.2009
19041,Clay County,Iowa,7,0.4508
19047,Crawford County,Iowa,7,0.9016
19167,Sioux County,Iowa,7,0.6234
20081,Haskell County,Kansas,7,0.8851
20091,Johnson County,Kansas,7,0.6861
20153,Rawlins County,Kansas,7,0.5683
20175,Seward County,Kansas,7,0.9911
21079,Garrard County,Kentucky,7,0.1293
23009,Hancock County,Maine,7,0.1095
25007,Dukes County,Massachusetts,7,0.4887
25021,Norfolk County,Massachusetts,7,0.7994
27109,Olmsted County,Minnesota,7,0.7198
27133,Rock County,Minnesota,7,0.2292
27171,Wright County,Minnesota,7,0.3152
29057,Dade County,Missouri,7,0.1859
29125,Maries County,Missouri,7,0.1611
29186,Ste. Genevieve County,Missouri,7,0.0866
29209,Stone County,Missouri,7,0.107
30061,Mineral County,Montana,7,0.1178
31009,Blaine County,Nebraska,7,0.3082
31015,Boyd County,Nebraska,7,0.1414
31113,Logan County,Nebraska,7,0.3677
32031,Washoe County,Nevada,7,0.8787
35023,Hidalgo County,New Mexico,7,0.9468
36077,Otsego County,New York,7,0.3457
37011,Avery County,North Carolina,7,0.538
37109,Lincoln County,North Carolina,7,0.5387
37189,Watauga County,North Carolina,7,0.3343
38011,Bowman County,North Dakota,7,0.3292
38033,Golden Valley County,North Dakota,7,0.0519
38049,Mchenry County,North Dakota,7,0.0646
38055,Mclean County,North Dakota,7,0.3429
38065,Oliver County,North Dakota,7,0.5158
40057,Harmon County,Oklahoma,7,0.8574
42067,Juniata County,Pennsylvania,7,0.4301
42093,Montour County,Pennsylvania,7,0.3384
42113,Sullivan County,Pennsylvania,7,0.2499
42119,Union County,Pennsylvania,7,0.4559
46053,Gregory County,South Dakota,7,0.1735
46069,Hyde County,South Dakota,7,0.3365
46119,Sully County,South Dakota,7,0.0287
47101,Lewis County,Tennessee,7,0.1127
47137,Pickett County,Tennessee,7,0.0455
47187,Williamson County,Tennessee,7,0.5002
48007,Aransas County,Texas,7,0.8166
48081,Coke County,Texas,7,0.7641
48083,Coleman County,Texas,7,0.7217
48085,Collin County,Texas,7,0.9067
48101,Cottle County,Texas,7,0.8023
48121,Denton County,Texas,7,0.8876
48123,Dewitt County,Texas,7,0.8472
48125,Dickens County,Texas,7,0.6781
48137,Edwards County,Texas,7,0.9338
48155,Foard County,Texas,7,0.7482
48163,Frio County,Texas,7,0.9943
48195,Hansford County,Texas,7,0.9589
48207,Haskell County,Texas,7,0.9032
48211,Hemphill County,Texas,7,0.9198
48219,Hockley County,Texas,7,0.9386
48233,Hutchinson County,Texas,7,0.7934
48263,Kent County,Texas,7,0.5384
48279,Lamb County,Texas,7,0.9682
48299,Llano County,Texas,7,0.6301
48303,Lubbock County,Texas,7,0.8574
48319,Mason County,Texas,7,0.8386
48323,Maverick County,Texas,7,0.9997
48327,Menard County,Texas,7,0.9188
48389,Reeves County,Texas,7,0.9946
48391,Refugio County,Texas,7,0.887
48415,Scurry County,Texas,7,0.8892
48421,Sherman County,Texas,7,0.9363
48431,Sterling County,Texas,7,0.5619
48433,Stonewall County,Texas,7,0.3613
48437,Swisher County,Texas,7,0.9373
48475,Ward County,Texas,7,0.9503
50019,Orleans County,Vermont,7,0.1741
51075,Goochland County,Virginia,7,0.4053
51091,Highland County,Virginia,7,0.001
51735,Poquoson City,Virginia,7,0.2728
53057,Skagit County,Washington,7,0.8284
55041,Forest County,Wisconsin,7,0.3913
55069,Lincoln County,Wisconsin,7,0.049
55071,Manitowoc County,Wisconsin,7,0.4839
55085,Oneida County,Wisconsin,7,0.0675
56015,Goshen County,Wyoming,7,0.5444
05049,Fulton County,Arkansas,7.1,0.1741
06011,Colusa County,California,7.1,0.9847
06027,Inyo County,California,7.1,0.8535
08005,Arapahoe County,Colorado,7.1,0.8946
08077,Mesa County,Colorado,7.1,0.5982
08081,Moffat County,Colorado,7.1,0.6975
12086,Miami-Dade County,Florida,7.1,0.9968
13109,Evans County,Georgia,7.1,0.9102
13253,Seminole County,Georgia,7.1,0.6291
13319,Wilkinson County,Georgia,7.1,0.6192
16007,Bear Lake County,Idaho,7.1,0.1971
16077,Power County,Idaho,7.1,0.8984
17009,Brown County,Illinois,7.1,0.5759
17045,Edgar County,Illinois,7.1,0.1652
17083,Jersey County,Illinois,7.1,0.2264
17125,Mason County,Illinois,7.1,0.0131
17129,Menard County,Illinois,7.1,0.0201
17141,Ogle County,Illinois,7.1,0.6441
19039,Clarke County,Iowa,7.1,0.6495
19131,Mitchell County,Iowa,7.1,0.1003
20201,Washington County,Kansas,7.1,0.3537
21017,Bourbon County,Kentucky,7.1,0.6832
21027,Breckinridge County,Kentucky,7.1,0.2706
21103,Henry County,Kentucky,7.1,0.1987
21123,Larue County,Kentucky,7.1,0.3391
21139,Livingston County,Kentucky,7.1,0.0201
21181,Nicholas County,Kentucky,7.1,0.1948
21239,Woodford County,Kentucky,7.1,0.6135
24041,Talbot County,Maryland,7.1,0.6807
26131,Ontonagon County,Michigan,7.1,0.1455
27037,Dakota County,Minnesota,7.1,0.7068
27055,Houston County,Minnesota,7.1,0.1105
27071,Koochiching County,Minnesota,7.1,0.2416
29065,Dent County,Missouri,7.1,0.0471
29217,Vernon County,Missouri,7.1,0.135
29227,Worth County,Missouri,7.1,0.0131
30025,Fallon County,Montana,7.1,0.0755
30071,Phillips County,Montana,7.1,0.2267
31037,Colfax County,Nebraska,7.1,0.965
31069,Garden County,Nebraska,7.1,0.0519
31073,Gosper County,Nebraska,7.1,0.0812
31147,Richardson County,Nebraska,7.1,0.1328
31175,Valley County,Nebraska,7.1,0.2194
34025,Monmouth County,New Jersey,7.1,0.7864
35019,Guadalupe County,New Mexico,7.1,0.9526
37075,Graham County,North Carolina,7.1,0.4202
38013,Burke County,North Dakota,7.1,0.0697
38093,Stutsman County,North Dakota,7.1,0.177
39075,Holmes County,Ohio,7.1,0.389
39149,Shelby County,Ohio,7.1,0.2477
40127,Pushmataha County,Oklahoma,7.1,0.4059
46101,Moody County,South Dakota,7.1,0.617
46115,Spink County,South Dakota,7.1,0.2627
47085,Humphreys County,Tennessee,7.1,0.1277
47127,Moore County,Tennessee,7.1,0.0853
47161,Stewart County,Tennessee,7.1,0.1407
48033,Borden County,Texas,7.1,0.148
48079,Cochran County,Texas,7.1,0.979
48095,Concho County,Texas,7.1,0.9777
48107,Crosby County,Texas,7.1,0.9239
48119,Delta County,Texas,7.1,0.3811
48129,Donley County,Texas,7.1,0.5161
48151,Fisher County,Texas,7.1,0.8542
48153,Floyd County,Texas,7.1,0.9602
48159,Franklin County,Texas,7.1,0.7437
48169,Garza County,Texas,7.1,0.9774
48177,Gonzales County,Texas,7.1,0.9678
48191,Hall County,Texas,7.1,0.9357
48243,Jeff Davis County,Texas,7.1,0.8844
48247,Jim Hogg County,Texas,7.1,0.9793
48249,Jim Wells County,Texas,7.1,0.9602
48255,Karnes County,Texas,7.1,0.9691
48311,Mcmullen County,Texas,7.1,0.9179
48321,Matagorda County,Texas,7.1,0.9567
48357,Ochiltree County,Texas,7.1,0.9713
48359,Oldham County,Texas,7.1,0.6549
48369,Parmer County,Texas,7.1,0.9841
48403,Sabine County,Texas,7.1,0.2853
48489,Willacy County,Texas,7.1,0.9949
48501,Yoakum County,Texas,7.1,0.9879
49019,Grand County,Utah,7.1,0.7354
51570,Colonial Heights City,Virginia,7.1,0.7335
53017,Douglas County,Washington,7.1,0.9067
53029,Island County,Washington,7.1,0.5285
55013,Burnett County,Wisconsin,7.1,0.2216
55033,Dunn County,Wisconsin,7.1,0.3085
55057,Juneau County,Wisconsin,7.1,0.2394
55125,Vilas County,Wisconsin,7.1,0.2553
04025,Yavapai County,Arizona,7.2,0.6609
06009,Calaveras County,California,7.2,0.5135
09013,Tolland County,Connecticut,7.2,0.5002
13005,Bacon County,Georgia,7.2,0.7978
13065,Clinch County,Georgia,7.2,0.7017
13281,Towns County,Georgia,7.2,0.0449
13283,Treutlen County,Georgia,7.2,0.8262
16023,Butte County,Idaho,7.2,0.0092
16037,Custer County,Idaho,7.2,0.455
16049,Idaho County,Idaho,7.2,0.4276
17027,Clinton County,Illinois,7.2,0.2426
17039,De Witt County,Illinois,7.2,0.2327
17049,Effingham County,Illinois,7.2,0.2757
17105,Livingston County,Illinois,7.2,0.2795
17133,Monroe County,Illinois,7.2,0.1764
17145,Perry County,Illinois,7.2,0.2423
17147,Piatt County,Illinois,7.2,0.0357
17151,Pope County,Illinois,7.2,0.1242
17175,Stark County,Illinois,7.2,0.043
17181,Union County,Illinois,7.2,0.3187
18027,Daviess County,Indiana,7.2,0.4846
19075,Grundy County,Iowa,7.2,0.0589
19125,Marion County,Iowa,7.2,0.155
19187,Webster County,Iowa,7.2,0.3731
20065,Graham County,Kansas,7.2,0.2521
21063,Elliott County,Kentucky,7.2,0.0764
23015,Lincoln County,Maine,7.2,0.0783
26089,Leelanau County,Michigan,7.2,0.3983
26153,Schoolcraft County,Michigan,7.2,0.2076
27027,Clay County,Minnesota,7.2,0.4062
27139,Scott County,Minnesota,7.2,0.6956
29011,Barton County,Missouri,7.2,0.1315
29053,Cooper County,Missouri,7.2,0.2187
29185,St. Clair County,Missouri,7.2,0.0471
30019,Daniels County,Montana,7.2,0.078
30111,Yellowstone County,Montana,7.2,0.312
31011,Boone County,Nebraska,7.2,0.1051
31017,Brown County,Nebraska,7.2,0.2225
31035,Clay County,Nebraska,7.2,0.5591
31051,Dixon County,Nebraska,7.2,0.702
31071,Garfield County,Nebraska,7.2,0.0131
31099,Kearney County,Nebraska,7.2,0.2932
31169,Thayer County,Nebraska,7.2,0.1334
32029,Storey County,Nevada,7.2,0.3403
36059,Nassau County,New York,7.2,0.9105
36119,Westchester County,New York,7.2,0.9392
37059,Davie County,North Carolina,7.2,0.6737
37145,Person County,North Carolina,7.2,0.6218
38039,Griggs County,North Dakota,7.2,0.1334
40129,Roger Mills County,Oklahoma,7.2,0.3508
41021,Gilliam County,Oregon,7.2,0.5027
41037,Lake County,Oregon,7.2,0.412
42025,Carbon County,Pennsylvania,7.2,0.3305
42127,Wayne County,Pennsylvania,7.2,0.2923
46015,Brule County,South Dakota,7.2,0.2248
46045,Edmunds County,South Dakota,7.2,0.0605
46067,Hutchinson County,South Dakota,7.2,0.155
46079,Lake County,South Dakota,7.2,0.3674
46127,Union County,South Dakota,7.2,0.2232
47009,Blount County,Tennessee,7.2,0.3486
47103,Lincoln County,Tennessee,7.2,0.4142
48057,Calhoun County,Texas,7.2,0.9548
48067,Cass County,Texas,7.2,0.4594
48075,Childress County,Texas,7.2,0.8516
48103,Crane County,Texas,7.2,0.9831
48109,Culberson County,Texas,7.2,0.9857
48111,Dallam County,Texas,7.2,0.9631
48143,Erath County,Texas,7.2,0.7838
48223,Hopkins County,Texas,7.2,0.8004
48237,Jack County,Texas,7.2,0.7956
48239,Jackson County,Texas,7.2,0.8965
48253,Jones County,Texas,7.2,0.8023
48301,Loving County,Texas,7.2,0.8055
48307,Mcculloch County,Texas,7.2,0.7635
48341,Moore County,Texas,7.2,0.9866
48351,Newton County,Texas,7.2,0.4387
48365,Panola County,Texas,7.2,0.7052
48371,Pecos County,Texas,7.2,0.9834
48457,Tyler County,Texas,7.2,0.6457
49033,Rich County,Utah,7.2,0.3145
49053,Washington County,Utah,7.2,0.6113
50027,Windsor County,Vermont,7.2,0.155
51530,Buena Vista City,Virginia,7.2,0.1735
51720,Norton City,Virginia,7.2,0.157
53007,Chelan County,Washington,7.2,0.8825
55123,Vernon County,Wisconsin,7.2,0.2658
56023,Lincoln County,Wyoming,7.2,0.2257
02100,Haines Borough,Alaska,7.3,0.5724
02105,Hoonah-Angoon Census Area,Alaska,7.3,0.4575
02220,Sitka City and Borough,Alaska,7.3,0.7272
06003,Alpine County,California,7.3,0.609
08017,Cheyenne County,Colorado,7.3,0.6931
13025,Brantley County,Georgia,7.3,0.2232
13101,Echols County,Georgia,7.3,0.8418
13187,Lumpkin County,Georgia,7.3,0.489
13293,Upson County,Georgia,7.3,0.5912
16025,Camas County,Idaho,7.3,0.276
16059,Lemhi County,Idaho,7.3,0.2079
17033,Crawford County,Illinois,7.3,0.4839
17071,Henderson County,Illinois,7.3,0.0382
17111,Mchenry County,Illinois,7.3,0.7202
17123,Marshall County,Illinois,7.3,0.1111
17139,Moultrie County,Illinois,7.3,0.1299
17159,Richland County,Illinois,7.3,0.2101
17171,Scott County,Illinois,7.3,0.0586
17173,Shelby County,Illinois,7.3,0.0232
19143,Osceola County,Iowa,7.3,0.6129
19161,Sac County,Iowa,7.3,0.3295
19189,Winnebago County,Iowa,7.3,0.3623
20023,Cheyenne County,Kansas,7.3,0.4865
20045,Douglas County,Kansas,7.3,0.5883
20077,Harper County,Kansas,7.3,0.4938
20167,Russell County,Kansas,7.3,0.3152
20185,Stafford County,Kansas,7.3,0.6673
21149,Mclean County,Kentucky,7.3,0.0153
21223,Trimble County,Kentucky,7.3,0.3015
21233,Webster County,Kentucky,7.3,0.4518
24031,Montgomery County,Maryland,7.3,0.9554
26001,Alcona County,Michigan,7.3,0.0812
26051,Gladwin County,Michigan,7.3,0.15
27107,Norman County,Minnesota,7.3,0.5043
27137,St. Louis County,Minnesota,7.3,0.2483
30039,Granite County,Montana,7.3,0.0201
30097,Sweet Grass County,Montana,7.3,0.0876
30103,Treasure County,Montana,7.3,0.0175
31085,Hayes County,Nebraska,7.3,0.4998
31097,Johnson County,Nebraska,7.3,0.7141
31105,Kimball County,Nebraska,7.3,0.4524
31163,Sherman County,Nebraska,7.3,0.1764
32011,Eureka County,Nevada,7.3,0.1722
33015,Rockingham County,New Hampshire,7.3,0.2837
35011,De Baca County,New Mexico,7.3,0.7619
35059,Union County,New Mexico,7.3,0.9249
36021,Columbia County,New York,7.3,0.5727
37023,Burke County,North Carolina,7.3,0.6517
37199,Yancey County,North Carolina,7.3,0.4683
39135,Preble County,Ohio,7.3,0.1398
41015,Curry County,Oregon,7.3,0.3894
42007,Beaver County,Pennsylvania,7.3,0.3069
42011,Berks County,Pennsylvania,7.3,0.8395
42019,Butler County,Pennsylvania,7.3,0.1095
42053,Forest County,Pennsylvania,7.3,0.7762
